0.1,0,bowled,batsmenA,batsmenB,finch,warner
0.2,0,null,batsmenA,batsmenB,smith,warner
0.3,0,null,batsmenA,batsmenB,smith,warner
0.4,0,null,batsmenA,batsmenB,smith,warner
0.5,1,null,batsmenA,batsmenB,smith,warner
1,1,null,batsmenB,batsmenA,smith,warner
1.1,0,null,batsmenB,batsmenA,smith,warner
1.2,0,null,batsmenB,batsmenA,smith,warner
1.3,4,null,batsmenB,batsmenA,smith,warner
1.4,0,null,batsmenB,batsmenA,smith,warner
1.5,0,null,batsmenB,batsmenA,smith,warner
1.6,1,null,batsmenB,batsmenA,smith,warner
2,0,null,batsmenB,batsmenA,smith,warner
2.1,0,null,batsmenA,batsmenB,smith,warner
2.2,0,null,batsmenA,batsmenB,smith,warner
2.3,0,null,batsmenA,batsmenB,smith,warner
2.4,0,null,batsmenA,batsmenB,smith,warner
2.5,0,null,batsmenA,batsmenB,smith,warner
3,0,null,batsmenA,batsmenB,smith,warner
3.1,1,null,batsmenB,batsmenA,smith,warner
3.2,0,null,batsmenA,batsmenB,smith,warner
3.3,0,null,batsmenA,batsmenB,smith,warner
3.4,0,null,batsmenA,batsmenB,smith,warner
3.5,4,null,batsmenA,batsmenB,smith,warner
3.6,0,null,batsmenA,batsmenB,smith,warner
4,0,null,batsmenA,batsmenB,smith,warner
4.1,1,null,batsmenB,batsmenA,smith,warner
4.2,4,null,batsmenA,batsmenB,smith,warner
4.3,0,null,batsmenA,batsmenB,smith,warner
4.4,0,null,batsmenA,batsmenB,smith,warner
4.5,4,null,batsmenA,batsmenB,smith,warner
5,0,null,batsmenA,batsmenB,smith,warner
5.1,0,null,batsmenB,batsmenA,smith,warner
5.2,0,null,batsmenA,batsmenB,smith,warner
5.3,1,null,batsmenA,batsmenB,smith,warner
5.4,0,null,batsmenB,batsmenA,smith,warner
5.5,0,null,batsmenA,batsmenB,smith,warner
6,4,null,batsmenA,batsmenB,smith,warner
6.1,0,null,batsmenB,batsmenA,smith,warner
6.2,0,null,batsmenB,batsmenA,smith,warner
6.3,1,null,batsmenB,batsmenA,smith,warner
6.4,0,null,batsmenA,batsmenB,smith,warner
6.5,0,null,batsmenA,batsmenB,smith,warner
6.6,0,null,batsmenA,batsmenB,smith,warner
6.7,0,null,batsmenA,batsmenB,smith,warner
7,0,null,batsmenA,batsmenB,smith,warner
7.1,0,null,batsmenB,batsmenA,smith,warner
7.2,0,null,batsmenB,batsmenA,smith,warner
7.3,1,null,batsmenB,batsmenA,smith,warner
7.4,0,null,batsmenA,batsmenB,smith,warner
7.5,0,null,batsmenA,batsmenB,smith,warner
8,0,null,batsmenA,batsmenB,smith,warner
8.1,0,null,batsmenB,batsmenA,smith,warner
8.2,0,null,batsmenB,batsmenA,smith,warner
8.3,0,null,batsmenB,batsmenA,smith,warner
8.4,0,null,batsmenB,batsmenA,smith,warner
8.5,0,null,batsmenB,batsmenA,smith,warner
9,0,null,batsmenB,batsmenA,smith,warner
9.1,0,null,batsmenA,batsmenB,smith,warner
9.2,0,null,batsmenA,batsmenB,smith,warner
9.3,0,null,batsmenA,batsmenB,smith,warner
9.4,0,null,batsmenA,batsmenB,smith,warner
9.5,2,null,batsmenB,batsmenA,smith,warner
10,1,null,batsmenB,batsmenA,smith,warner
10.1,0,null,batsmenB,batsmenA,smith,warner
10.2,0,null,batsmenB,batsmenA,smith,warner
10.3,0,null,batsmenB,batsmenA,smith,warner
10.4,0,null,batsmenB,batsmenA,smith,warner
10.5,0,null,batsmenB,batsmenA,smith,warner
10.6,1,null,batsmenB,batsmenA,smith,warner
10.7,0,null,batsmenB,batsmenA,smith,warner
11,0,null,batsmenB,batsmenA,smith,warner
11.1,1,null,batsmenA,batsmenB,smith,warner
11.2,0,null,batsmenB,batsmenA,smith,warner
11.3,0,null,batsmenB,batsmenA,smith,warner
11.4,1,null,batsmenB,batsmenA,smith,warner
11.5,1,null,batsmenA,batsmenB,smith,warner
12,0,null,batsmenB,batsmenA,smith,warner
12.1,1,null,batsmenB,batsmenA,smith,warner
12.2,0,null,batsmenB,batsmenA,smith,warner
12.3,0,null,batsmenB,batsmenA,smith,warner
12.4,4,null,batsmenB,batsmenA,smith,warner
12.5,0,null,batsmenB,batsmenA,smith,warner
12.6,0,null,batsmenB,batsmenA,smith,warner
12.7,0,null,batsmenB,batsmenA,smith,warner
13,0,null,batsmenA,batsmenB,smith,warner
13.1,0,null,batsmenA,batsmenB,smith,warner
13.2,1,null,batsmenB,batsmenA,smith,warner
13.3,0,null,batsmenB,batsmenA,smith,warner
13.4,0,null,batsmenB,batsmenA,smith,warner
13.5,0,null,batsmenB,batsmenA,smith,warner
14,0,null,batsmenB,batsmenA,smith,warner
14.1,0,null,batsmenA,batsmenB,smith,warner
14.2,0,null,batsmenA,batsmenB,smith,warner
14.3,6,null,batsmenA,batsmenB,smith,warner
14.4,4,null,batsmenA,batsmenB,smith,warner
14.5,1,null,batsmenA,batsmenB,smith,warner
15,0,null,batsmenB,batsmenA,smith,warner
15.1,1,null,batsmenA,batsmenB,smith,warner
15.2,0,null,batsmenB,batsmenA,smith,warner
15.3,4,null,batsmenB,batsmenA,smith,warner
15.4,0,null,batsmenB,batsmenA,smith,warner
15.5,0,null,batsmenB,batsmenA,smith,warner
16,0,null,batsmenB,batsmenA,smith,warner
16.1,1,null,batsmenA,batsmenB,smith,warner
16.2,4,null,batsmenB,batsmenA,smith,warner
16.3,0,null,batsmenB,batsmenA,smith,warner
16.4,0,null,batsmenB,batsmenA,smith,warner
16.5,0,null,batsmenB,batsmenA,smith,warner
17,0,null,batsmenB,batsmenA,smith,warner
17.1,1,null,batsmenA,batsmenB,smith,warner
17.2,1,null,batsmenB,batsmenA,smith,warner
17.3,6,null,batsmenA,batsmenB,smith,warner
17.4,1,null,batsmenA,batsmenB,smith,warner
17.5,4,null,batsmenB,batsmenA,smith,warner
18,0,null,batsmenB,batsmenA,smith,warner
18.1,0,null,batsmenA,batsmenB,smith,warner
18.2,0,runout,batsmenA,batsmenB,smith,warner
18.3,1,null,batsmenA,batsmenB,lubuschange,warner
18.4,0,null,batsmenB,batsmenA,lubuschange,warner
18.5,0,null,batsmenB,batsmenA,lubuschange,warner
19,1,null,batsmenB,batsmenA,lubuschange,warner
19.1,1,null,batsmenB,batsmenA,lubuschange,warner
19.2,1,null,batsmenA,batsmenB,lubuschange,warner
19.3,1,null,batsmenB,batsmenA,lubuschange,warner
19.4,0,null,batsmenA,batsmenB,lubuschange,warner
19.5,1,null,batsmenA,batsmenB,lubuschange,warner
20,0,null,batsmenB,batsmenA,lubuschange,warner
20.1,0,caught,batsmenA,batsmenB,lubuschange,warner
20.2,0,null,batsmenA,batsmenB,head,warner
20.3,0,null,batsmenA,batsmenB,head,warner
20.4,0,null,batsmenA,batsmenB,head,warner
20.5,1,null,batsmenA,batsmenB,head,warner
21,0,null,batsmenB,batsmenA,head,warner
21.1,1,null,batsmenA,batsmenB,head,warner
21.2,0,null,batsmenB,batsmenA,head,warner
21.3,0,null,batsmenB,batsmenA,head,warner
21.4,1,null,batsmenB,batsmenA,head,warner
21.5,0,null,batsmenA,batsmenB,head,warner
22,0,null,batsmenA,batsmenB,head,warner
22.1,4,null,batsmenB,batsmenA,head,warner
22.2,0,null,batsmenB,batsmenA,head,warner
22.3,1,null,batsmenB,batsmenA,head,warner
22.4,1,null,batsmenB,batsmenA,head,warner
22.5,0,null,batsmenB,batsmenA,head,warner
22.6,1,null,batsmenB,batsmenA,head,warner
22.7,0,null,batsmenA,batsmenB,head,warner
22.8,0,null,batsmenA,batsmenB,head,warner
23,0,null,batsmenB,batsmenA,head,warner
23.1,0,null,batsmenB,batsmenA,head,warner
23.2,0,null,batsmenB,batsmenA,head,warner
23.3,1,null,batsmenB,batsmenA,head,warner
23.4,0,null,batsmenA,batsmenB,head,warner
23.5,4,null,batsmenA,batsmenB,head,warner
24,0,null,batsmenA,batsmenB,head,warner
24.1,0,null,batsmenB,batsmenA,head,warner
24.2,1,null,batsmenB,batsmenA,head,warner
24.3,0,null,batsmenA,batsmenB,head,warner
24.4,4,null,batsmenA,batsmenB,head,warner
24.5,1,null,batsmenA,batsmenB,head,warner
25,0,null,batsmenB,batsmenA,head,warner
25.1,0,null,batsmenA,batsmenB,head,warner
25.2,0,null,batsmenA,batsmenB,head,warner
25.3,0,null,batsmenA,batsmenB,head,warner
25.4,0,null,batsmenA,batsmenB,head,warner
25.5,1,null,batsmenA,batsmenB,head,warner
26,0,null,batsmenB,batsmenA,head,warner
26.1,0,null,batsmenA,batsmenB,head,warner
26.2,0,null,batsmenA,batsmenB,head,warner
26.3,0,null,batsmenA,batsmenB,head,warner
26.4,0,null,batsmenA,batsmenB,head,warner
26.5,0,null,batsmenA,batsmenB,head,warner
27,0,null,batsmenA,batsmenB,head,warner
27.1,0,null,batsmenB,batsmenA,head,warner
27.2,2,null,batsmenB,batsmenA,head,warner
27.3,0,null,batsmenB,batsmenA,head,warner
27.4,0,null,batsmenB,batsmenA,head,warner
27.5,0,null,batsmenB,batsmenA,head,warner
28,0,null,batsmenB,batsmenA,head,warner
28.1,0,null,batsmenA,batsmenB,head,warner
28.2,0,null,batsmenA,batsmenB,head,warner
28.3,0,null,batsmenA,batsmenB,head,warner
28.4,1,null,batsmenA,batsmenB,head,warner
28.5,1,null,batsmenB,batsmenA,head,warner
29,0,null,batsmenB,batsmenA,head,warner
29.1,1,null,batsmenA,batsmenB,head,warner
29.2,0,null,batsmenB,batsmenA,head,warner
29.3,0,null,batsmenB,batsmenA,head,warner
29.4,2,null,batsmenB,batsmenA,head,warner
29.5,1,null,batsmenB,batsmenA,head,warner
30,0,null,batsmenA,batsmenB,head,warner
30.1,0,null,batsmenB,batsmenA,head,warner
30.2,0,null,batsmenB,batsmenA,head,warner
30.3,0,null,batsmenB,batsmenA,head,warner
30.4,0,null,batsmenB,batsmenA,head,warner
30.5,0,null,batsmenB,batsmenA,head,warner
31,0,null,batsmenB,batsmenA,head,warner
31.1,0,null,batsmenA,batsmenB,head,warner
31.2,2,null,batsmenA,batsmenB,head,warner
31.3,0,null,batsmenA,batsmenB,head,warner
31.4,1,null,batsmenA,batsmenB,head,warner
31.5,6,null,batsmenB,batsmenA,head,warner
32,0,null,batsmenA,batsmenB,head,warner
32.1,1,null,batsmenA,batsmenB,head,warner
32.2,0,null,batsmenB,batsmenA,head,warner
32.3,1,null,batsmenB,batsmenA,head,warner
32.4,1,null,batsmenA,batsmenB,head,warner
32.5,0,null,batsmenB,batsmenA,head,warner
33,1,null,batsmenB,batsmenA,head,warner
33.1,0,null,batsmenB,batsmenA,head,warner
33.2,0,null,batsmenB,batsmenA,head,warner
33.3,0,null,batsmenB,batsmenA,head,warner
33.4,0,null,batsmenB,batsmenA,head,warner
33.5,0,null,batsmenB,batsmenA,head,warner
34,1,null,batsmenB,batsmenA,head,warner
34.1,1,null,batsmenB,batsmenA,head,warner
34.2,0,null,batsmenA,batsmenB,head,warner
34.3,6,null,batsmenA,batsmenB,head,warner
34.4,1,null,batsmenA,batsmenB,head,warner
34.5,1,null,batsmenB,batsmenA,head,warner
35,4,null,batsmenA,batsmenB,head,warner
35.1,0,null,batsmenB,batsmenA,head,warner
35.2,1,null,batsmenB,batsmenA,head,warner
35.3,6,null,batsmenA,batsmenB,head,warner
35.4,0,null,batsmenA,batsmenB,head,warner
35.5,0,null,batsmenA,batsmenB,head,warner
35.6,1,null,batsmenA,batsmenB,head,warner
36,0,null,batsmenA,batsmenB,head,warner
36.1,0,null,batsmenA,batsmenB,head,warner
36.2,1,null,batsmenA,batsmenB,head,warner
36.3,0,caught,batsmenB,batsmenA,head,warner
36.4,0,null,batsmenB,batsmenA,head,carey
36.5,0,null,batsmenB,batsmenA,head,carey
37,1,null,batsmenB,batsmenA,head,carey
37.1,2,null,batsmenB,batsmenA,head,carey
37.2,0,null,batsmenB,batsmenA,head,carey
37.3,1,null,batsmenB,batsmenA,head,carey
37.4,0,null,batsmenA,batsmenB,head,carey
37.5,6,null,batsmenA,batsmenB,head,carey
38,0,null,batsmenA,batsmenB,head,carey
38.1,4,null,batsmenB,batsmenA,head,carey
38.2,1,null,batsmenB,batsmenA,head,carey
38.3,0,null,batsmenA,batsmenB,head,carey
38.4,0,null,batsmenA,batsmenB,head,carey
38.5,1,null,batsmenA,batsmenB,head,carey
39,0,null,batsmenB,batsmenA,head,carey
39.1,6,null,batsmenA,batsmenB,head,carey
39.2,0,null,batsmenA,batsmenB,head,carey
39.3,0,null,batsmenA,batsmenB,head,carey
39.4,0,null,batsmenA,batsmenB,head,carey
39.5,6,null,batsmenA,batsmenB,head,carey
39.6,0,null,batsmenA,batsmenB,head,carey
40,4,null,batsmenA,batsmenB,head,carey
40.1,4,null,batsmenB,batsmenA,head,carey
40.2,0,null,batsmenB,batsmenA,head,carey
40.3,1,null,batsmenB,batsmenA,head,carey
40.4,1,null,batsmenA,batsmenB,head,carey
40.5,0,null,batsmenB,batsmenA,head,carey
40.6,1,null,batsmenB,batsmenA,head,carey
40.7,0,null,batsmenB,batsmenA,head,carey
40.8,1,null,batsmenB,batsmenA,head,carey
41,0,null,batsmenB,batsmenA,head,carey
41.1,0,null,batsmenA,batsmenB,head,carey
41.2,1,null,batsmenA,batsmenB,head,carey
41.3,0,null,batsmenB,batsmenA,head,carey
41.4,0,null,batsmenB,batsmenA,head,carey
41.5,0,null,batsmenB,batsmenA,head,carey
41.6,1,null,batsmenB,batsmenA,head,carey
41.7,1,null,batsmenB,batsmenA,head,carey
42,0,null,batsmenA,batsmenB,head,carey
42.1,1,null,batsmenA,batsmenB,head,carey
42.2,0,null,batsmenB,batsmenA,head,carey
42.3,0,null,batsmenB,batsmenA,head,carey
42.4,0,null,batsmenB,batsmenA,head,carey
42.5,0,null,batsmenB,batsmenA,head,carey
42.6,0,null,batsmenB,batsmenA,head,carey
43,1,null,batsmenA,batsmenB,head,carey
43.1,2,null,batsmenB,batsmenA,head,carey
43.2,1,null,batsmenB,batsmenA,head,carey
43.3,0,null,batsmenA,batsmenB,head,carey
43.4,0,null,batsmenA,batsmenB,head,carey
43.5,0,null,batsmenA,batsmenB,head,carey
44,0,null,batsmenA,batsmenB,head,carey
44.1,1,null,batsmenB,batsmenA,head,carey
44.2,1,null,batsmenA,batsmenB,head,carey
44.3,0,null,batsmenB,batsmenA,head,carey
44.4,1,null,batsmenB,batsmenA,head,carey
44.5,0,null,batsmenA,batsmenB,head,carey
45,4,null,batsmenA,batsmenB,head,carey
45.1,0,null,batsmenB,batsmenA,head,carey
45.2,0,null,batsmenB,batsmenA,head,carey
45.3,0,null,batsmenB,batsmenA,head,carey
45.4,0,null,batsmenB,batsmenA,head,carey
45.5,0,null,batsmenB,batsmenA,head,carey
45.6,0,bowled,batsmenB,batsmenA,head,carey
46,0,null,batsmenB,batsmenA,head,marsh
46.1,1,null,batsmenA,batsmenB,head,marsh
46.2,2,null,batsmenB,batsmenA,head,marsh
46.3,0,null,batsmenA,batsmenB,head,marsh
46.4,0,null,batsmenA,batsmenB,head,marsh
46.5,0,null,batsmenA,batsmenB,head,marsh
46.6,6,null,batsmenA,batsmenB,head,marsh
47,0,null,batsmenA,batsmenB,head,marsh
47.1,0,null,batsmenB,batsmenA,head,marsh
47.2,1,null,batsmenB,batsmenA,head,marsh
47.3,1,null,batsmenA,batsmenB,head,marsh
47.4,1,null,batsmenB,batsmenA,head,marsh
47.5,0,null,batsmenA,batsmenB,head,marsh
48,4,null,batsmenA,batsmenB,head,marsh
48.1,1,null,batsmenB,batsmenA,head,marsh
48.2,1,null,batsmenA,batsmenB,head,marsh
48.3,0,null,batsmenB,batsmenA,head,marsh
48.4,0,null,batsmenB,batsmenA,head,marsh
48.5,6,null,batsmenB,batsmenA,head,marsh
49,0,null,batsmenB,batsmenA,head,marsh
49.1,4,null,batsmenA,batsmenB,head,marsh
49.2,1,null,batsmenA,batsmenB,head,marsh
49.3,1,null,batsmenB,batsmenA,head,marsh
49.4,6,null,batsmenA,batsmenB,head,marsh
49.5,0,caught,batsmenA,batsmenB,head,marsh
50,0,null,batsmenA,batsmenB,paine,marsh
